Date,Symbol,Price,Signal,Score,Sentiment,RSI,EMA20,EMA50
2025-12-02 02:19:38,EURUSD=X,1.1609008312225342,NEUTRAL,-0.2722,-0.1361,45.200078201562214,1.1615398388095404,1.1607959067205829
2025-12-02 02:52:13,EURUSD=X,1.16130530834198,NEUTRAL,-0.2722,-0.1361,48.868304233086526,1.1615783604399637,1.1608117685684043
2025-12-02 02:56:35,EURUSD=X,1.16130530834198,NEUTRAL,-0.2722,-0.1361,48.868304233086526,1.1615783604399637,1.1608117685684043
